# "fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality",tipo
7.900000000000000355e+00,6.899999999999999467e-01,2.099999999999999922e-01,2.100000000000000089e+00,8.000000000000000167e-02,3.300000000000000000e+01,1.410000000000000000e+02,9.961999999999999744e-01,3.250000000000000000e+00,5.100000000000000089e-01,9.900000000000000355e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.599999999999999645e+00,2.999999999999999889e-01,4.199999999999999845e-01,2.000000000000000000e+00,5.199999999999999761e-02,6.000000000000000000e+00,2.400000000000000000e+01,9.962999999999999634e-01,3.439999999999999947e+00,8.199999999999999512e-01,1.190000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000178e+00,3.300000000000000155e-01,3.300000000000000155e-01,1.699999999999999956e+00,6.099999999999999867e-02,3.000000000000000000e+00,1.300000000000000000e+01,9.959999999999999964e-01,3.229999999999999982e+00,1.100000000000000089e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,5.000000000000000000e-01,3.900000000000000133e-01,2.600000000000000089e+00,8.200000000000000344e-02,1.200000000000000000e+01,4.600000000000000000e+01,9.985000000000000542e-01,3.430000000000000160e+00,6.199999999999999956e-01,1.069999999999999929e+01,6.000000000000000000e+00,1.000000000000000000e+00
7.700000000000000178e+00,2.800000000000000266e-01,2.999999999999999889e-01,2.000000000000000000e+00,6.199999999999999956e-02,1.800000000000000000e+01,3.400000000000000000e+01,9.951999999999999735e-01,3.279999999999999805e+00,9.000000000000000222e-01,1.130000000000000071e+01,7.000000000000000000e+00,1.000000000000000000e+00
8.199999999999999289e+00,2.399999999999999911e-01,3.400000000000000244e-01,5.099999999999999645e+00,6.199999999999999956e-02,8.000000000000000000e+00,2.200000000000000000e+01,9.973999999999999533e-01,3.220000000000000195e+00,9.399999999999999467e-01,1.090000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,5.100000000000000089e-01,0.000000000000000000e+00,2.100000000000000089e+00,6.400000000000000133e-02,4.000000000000000000e+01,5.400000000000000000e+01,9.949999999999999956e-01,3.540000000000000036e+00,9.300000000000000488e-01,1.069999999999999929e+01,6.000000000000000000e+00,1.000000000000000000e+00
8.099999999999999645e+00,2.899999999999999800e-01,3.599999999999999867e-01,2.200000000000000178e+00,4.800000000000000100e-02,3.500000000000000000e+01,5.300000000000000000e+01,9.949999999999999956e-01,3.270000000000000018e+00,1.010000000000000009e+00,1.240000000000000036e+01,7.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,5.100000000000000089e-01,0.000000000000000000e+00,2.100000000000000089e+00,6.400000000000000133e-02,4.000000000000000000e+01,5.400000000000000000e+01,9.949999999999999956e-01,3.540000000000000036e+00,9.300000000000000488e-01,1.069999999999999929e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.599999999999999645e+00,9.599999999999999645e-01,0.000000000000000000e+00,1.800000000000000044e+00,8.200000000000000344e-02,5.000000000000000000e+00,1.600000000000000000e+01,9.936000000000000387e-01,3.500000000000000000e+00,4.400000000000000022e-01,1.190000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000355e+00,4.699999999999999734e-01,4.000000000000000222e-01,2.399999999999999911e+00,7.099999999999999367e-02,8.000000000000000000e+00,1.900000000000000000e+01,9.962999999999999634e-01,3.560000000000000053e+00,7.299999999999999822e-01,1.059999999999999964e+01,6.000000000000000000e+00,1.000000000000000000e+00
8.199999999999999289e+00,2.399999999999999911e-01,3.400000000000000244e-01,5.099999999999999645e+00,6.199999999999999956e-02,8.000000000000000000e+00,2.200000000000000000e+01,9.973999999999999533e-01,3.220000000000000195e+00,9.399999999999999467e-01,1.090000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
9.900000000000000355e+00,5.699999999999999512e-01,2.500000000000000000e-01,2.000000000000000000e+00,1.039999999999999952e-01,1.200000000000000000e+01,8.900000000000000000e+01,9.962999999999999634e-01,3.040000000000000036e+00,9.000000000000000222e-01,1.009999999999999964e+01,5.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,3.200000000000000067e-01,5.899999999999999689e-01,2.200000000000000178e+00,7.699999999999999900e-02,3.000000000000000000e+00,1.500000000000000000e+01,9.993999999999999551e-01,3.200000000000000178e+00,7.800000000000000266e-01,9.599999999999999645e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.200000000000000178e+00,5.799999999999999600e-01,0.000000000000000000e+00,1.600000000000000089e+00,6.500000000000000222e-02,8.000000000000000000e+00,1.800000000000000000e+01,9.966000000000000414e-01,3.560000000000000053e+00,8.399999999999999689e-01,9.400000000000000355e+00,5.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,3.200000000000000067e-01,5.899999999999999689e-01,2.200000000000000178e+00,7.699999999999999900e-02,3.000000000000000000e+00,1.500000000000000000e+01,9.993999999999999551e-01,3.200000000000000178e+00,7.800000000000000266e-01,9.599999999999999645e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.299999999999999822e+00,3.400000000000000244e-01,3.300000000000000155e-01,2.500000000000000000e+00,6.400000000000000133e-02,2.100000000000000000e+01,3.700000000000000000e+01,9.951999999999999735e-01,3.350000000000000089e+00,7.700000000000000178e-01,1.209999999999999964e+01,7.000000000000000000e+00,1.000000000000000000e+00
7.799999999999999822e+00,5.300000000000000266e-01,1.000000000000000021e-02,1.600000000000000089e+00,7.699999999999999900e-02,3.000000000000000000e+00,1.900000000000000000e+01,9.949999999999999956e-01,3.160000000000000142e+00,4.600000000000000200e-01,9.800000000000000711e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.700000000000000178e+00,6.400000000000000133e-01,2.099999999999999922e-01,2.200000000000000178e+00,7.699999999999999900e-02,3.200000000000000000e+01,1.330000000000000000e+02,9.956000000000000405e-01,3.270000000000000018e+00,4.500000000000000111e-01,9.900000000000000355e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.799999999999999822e+00,5.300000000000000266e-01,1.000000000000000021e-02,1.600000000000000089e+00,7.699999999999999900e-02,3.000000000000000000e+00,1.900000000000000000e+01,9.949999999999999956e-01,3.160000000000000142e+00,4.600000000000000200e-01,9.800000000000000711e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.500000000000000000e+00,4.000000000000000222e-01,1.799999999999999933e-01,1.600000000000000089e+00,7.900000000000000078e-02,2.400000000000000000e+01,5.800000000000000000e+01,9.965000000000000524e-01,3.339999999999999858e+00,5.799999999999999600e-01,9.400000000000000355e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,5.400000000000000355e-01,0.000000000000000000e+00,2.100000000000000089e+00,7.900000000000000078e-02,3.900000000000000000e+01,5.500000000000000000e+01,9.956000000000000405e-01,3.390000000000000124e+00,8.399999999999999689e-01,1.140000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000355e+00,5.300000000000000266e-01,8.999999999999999667e-02,3.899999999999999911e+00,1.229999999999999982e-01,1.400000000000000000e+01,3.100000000000000000e+01,9.968000000000000194e-01,3.500000000000000000e+00,6.700000000000000400e-01,1.100000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00
8.300000000000000711e+00,2.600000000000000089e-01,3.699999999999999956e-01,1.399999999999999911e+00,7.599999999999999811e-02,8.000000000000000000e+00,2.300000000000000000e+01,9.973999999999999533e-01,3.259999999999999787e+00,6.999999999999999556e-01,9.599999999999999645e+00,6.000000000000000000e+00,1.000000000000000000e+00
8.300000000000000711e+00,2.600000000000000089e-01,3.699999999999999956e-01,1.399999999999999911e+00,7.599999999999999811e-02,8.000000000000000000e+00,2.300000000000000000e+01,9.973999999999999533e-01,3.259999999999999787e+00,6.999999999999999556e-01,9.599999999999999645e+00,6.000000000000000000e+00,1.000000000000000000e+00
7.700000000000000178e+00,2.300000000000000100e-01,3.699999999999999956e-01,1.800000000000000044e+00,4.599999999999999922e-02,2.300000000000000000e+01,6.000000000000000000e+01,9.970999999999999863e-01,3.410000000000000142e+00,7.099999999999999645e-01,1.209999999999999964e+01,6.000000000000000000e+00,1.000000000000000000e+00
7.599999999999999645e+00,4.099999999999999756e-01,3.300000000000000155e-01,2.500000000000000000e+00,7.799999999999999989e-02,6.000000000000000000e+00,2.300000000000000000e+01,9.957000000000000295e-01,3.299999999999999822e+00,5.799999999999999600e-01,1.119999999999999929e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.799999999999999822e+00,6.400000000000000133e-01,0.000000000000000000e+00,1.899999999999999911e+00,7.199999999999999456e-02,2.700000000000000000e+01,5.500000000000000000e+01,9.961999999999999744e-01,3.310000000000000053e+00,6.300000000000000044e-01,1.100000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.900000000000000355e+00,1.799999999999999933e-01,4.000000000000000222e-01,2.200000000000000178e+00,4.900000000000000189e-02,3.800000000000000000e+01,6.700000000000000000e+01,9.959999999999999964e-01,3.330000000000000071e+00,9.300000000000000488e-01,1.130000000000000071e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.400000000000000355e+00,4.099999999999999756e-01,2.399999999999999911e-01,1.800000000000000044e+00,6.600000000000000311e-02,1.800000000000000000e+01,4.700000000000000000e+01,9.956000000000000405e-01,3.370000000000000107e+00,6.199999999999999956e-01,1.040000000000000036e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.599999999999999645e+00,4.299999999999999933e-01,3.099999999999999978e-01,2.100000000000000089e+00,6.900000000000000577e-02,1.300000000000000000e+01,7.400000000000000000e+01,9.958000000000000185e-01,3.259999999999999787e+00,5.400000000000000355e-01,9.900000000000000355e+00,6.000000000000000000e+00,1.000000000000000000e+00
5.900000000000000355e+00,4.400000000000000022e-01,0.000000000000000000e+00,1.600000000000000089e+00,4.200000000000000261e-02,3.000000000000000000e+00,1.100000000000000000e+01,9.943999999999999506e-01,3.479999999999999982e+00,8.499999999999999778e-01,1.169999999999999929e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.099999999999999645e+00,4.000000000000000222e-01,1.600000000000000033e-01,1.800000000000000044e+00,6.900000000000000577e-02,1.100000000000000000e+01,2.500000000000000000e+01,9.955000000000000515e-01,3.419999999999999929e+00,7.399999999999999911e-01,1.009999999999999964e+01,7.000000000000000000e+00,1.000000000000000000e+00
1.019999999999999929e+01,5.400000000000000355e-01,3.699999999999999956e-01,1.540000000000000036e+01,2.139999999999999958e-01,5.500000000000000000e+01,9.500000000000000000e+01,1.003689999999999971e+00,3.180000000000000160e+00,7.700000000000000178e-01,9.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
1.019999999999999929e+01,5.400000000000000355e-01,3.699999999999999956e-01,1.540000000000000036e+01,2.139999999999999958e-01,5.500000000000000000e+01,9.500000000000000000e+01,1.003689999999999971e+00,3.180000000000000160e+00,7.700000000000000178e-01,9.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,3.800000000000000044e-01,3.800000000000000044e-01,1.600000000000000089e+00,1.690000000000000113e-01,2.700000000000000000e+01,9.000000000000000000e+01,9.991400000000000281e-01,3.149999999999999911e+00,6.500000000000000222e-01,8.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.799999999999999822e+00,9.150000000000000355e-01,2.899999999999999800e-01,4.799999999999999822e+00,7.000000000000000666e-02,1.500000000000000000e+01,3.900000000000000000e+01,9.957700000000000440e-01,3.529999999999999805e+00,5.400000000000000355e-01,1.109999999999999964e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,5.899999999999999689e-01,0.000000000000000000e+00,1.699999999999999956e+00,5.199999999999999761e-02,3.000000000000000000e+00,8.000000000000000000e+00,9.959999999999999964e-01,3.410000000000000142e+00,4.699999999999999734e-01,1.030000000000000071e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.299999999999999822e+00,6.700000000000000400e-01,2.000000000000000042e-02,2.200000000000000178e+00,7.199999999999999456e-02,3.100000000000000000e+01,9.200000000000000000e+01,9.956599999999999895e-01,3.319999999999999840e+00,6.800000000000000488e-01,1.106666666666670018e+01,6.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000178e+00,3.699999999999999956e-01,3.200000000000000067e-01,2.000000000000000000e+00,6.199999999999999956e-02,1.500000000000000000e+01,2.800000000000000000e+01,9.947000000000000286e-01,3.229999999999999982e+00,7.299999999999999822e-01,1.130000000000000071e+01,7.000000000000000000e+00,1.000000000000000000e+00
7.400000000000000355e+00,7.850000000000000311e-01,1.900000000000000022e-01,5.200000000000000178e+00,9.400000000000000022e-02,1.900000000000000000e+01,9.800000000000000000e+01,9.971299999999999608e-01,3.160000000000000142e+00,5.200000000000000178e-01,9.566666666666669983e+00,6.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000355e+00,6.300000000000000044e-01,2.000000000000000042e-02,1.899999999999999911e+00,7.799999999999999989e-02,1.800000000000000000e+01,3.000000000000000000e+01,9.971200000000000063e-01,3.399999999999999911e+00,7.500000000000000000e-01,9.800000000000000711e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000355e+00,5.799999999999999600e-01,2.000000000000000111e-01,1.750000000000000000e+00,5.800000000000000294e-02,8.000000000000000000e+00,2.200000000000000000e+01,9.932199999999999918e-01,3.379999999999999893e+00,4.899999999999999911e-01,1.169999999999999929e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.299999999999999822e+00,6.700000000000000400e-01,2.000000000000000042e-02,2.200000000000000178e+00,7.199999999999999456e-02,3.100000000000000000e+01,9.200000000000000000e+01,9.956599999999999895e-01,3.319999999999999840e+00,6.800000000000000488e-01,1.109999999999999964e+01,6.000000000000000000e+00,1.000000000000000000e+00
7.400000000000000355e+00,7.850000000000000311e-01,1.900000000000000022e-01,5.200000000000000178e+00,9.400000000000000022e-02,1.900000000000000000e+01,9.800000000000000000e+01,9.971299999999999608e-01,3.160000000000000142e+00,5.200000000000000178e-01,9.599999999999999645e+00,6.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000355e+00,6.300000000000000044e-01,2.000000000000000042e-02,1.899999999999999911e+00,7.799999999999999989e-02,1.800000000000000000e+01,3.000000000000000000e+01,9.971200000000000063e-01,3.399999999999999911e+00,7.500000000000000000e-01,9.800000000000000711e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.799999999999999822e+00,6.700000000000000400e-01,0.000000000000000000e+00,1.899999999999999911e+00,8.000000000000000167e-02,2.200000000000000000e+01,3.900000000000000000e+01,9.970099999999999518e-01,3.399999999999999911e+00,7.399999999999999911e-01,9.699999999999999289e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000355e+00,5.799999999999999600e-01,1.000000000000000021e-02,1.899999999999999911e+00,8.000000000000000167e-02,4.000000000000000000e+01,5.400000000000000000e+01,9.968299999999999939e-01,3.399999999999999911e+00,7.299999999999999822e-01,9.699999999999999289e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000178e+00,3.800000000000000044e-01,3.099999999999999978e-01,2.000000000000000000e+00,5.600000000000000117e-02,1.500000000000000000e+01,2.900000000000000000e+01,9.947200000000000486e-01,3.229999999999999982e+00,7.600000000000000089e-01,1.130000000000000071e+01,8.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000178e+00,3.699999999999999956e-01,3.200000000000000067e-01,2.000000000000000000e+00,6.199999999999999956e-02,1.500000000000000000e+01,2.800000000000000000e+01,9.947000000000000286e-01,3.229999999999999982e+00,7.299999999999999822e-01,1.130000000000000071e+01,7.000000000000000000e+00,1.000000000000000000e+00
7.799999999999999822e+00,3.200000000000000067e-01,4.400000000000000022e-01,2.700000000000000178e+00,1.039999999999999952e-01,8.000000000000000000e+00,1.700000000000000000e+01,9.973199999999999843e-01,3.330000000000000071e+00,7.800000000000000266e-01,1.100000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
6.599999999999999645e+00,5.799999999999999600e-01,2.000000000000000042e-02,2.000000000000000000e+00,6.199999999999999956e-02,3.700000000000000000e+01,5.300000000000000000e+01,9.937399999999999567e-01,3.350000000000000089e+00,7.600000000000000089e-01,1.159999999999999964e+01,7.000000000000000000e+00,1.000000000000000000e+00
7.599999999999999645e+00,4.899999999999999911e-01,3.300000000000000155e-01,1.899999999999999911e+00,7.399999999999999634e-02,2.700000000000000000e+01,8.500000000000000000e+01,9.970599999999999463e-01,3.410000000000000142e+00,5.799999999999999600e-01,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
1.169999999999999929e+01,4.500000000000000111e-01,6.300000000000000044e-01,2.200000000000000178e+00,7.299999999999999545e-02,7.000000000000000000e+00,2.300000000000000000e+01,9.997399999999999620e-01,3.209999999999999964e+00,6.899999999999999467e-01,1.090000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.500000000000000000e+00,9.000000000000000222e-01,0.000000000000000000e+00,1.600000000000000089e+00,5.199999999999999761e-02,9.000000000000000000e+00,1.700000000000000000e+01,9.946700000000000541e-01,3.500000000000000000e+00,6.300000000000000044e-01,1.090000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,5.400000000000000355e-01,5.999999999999999778e-02,1.800000000000000044e+00,5.000000000000000278e-02,3.800000000000000000e+01,8.900000000000000000e+01,9.923600000000000199e-01,3.299999999999999822e+00,5.000000000000000000e-01,1.055000000000000071e+01,6.000000000000000000e+00,1.000000000000000000e+00
7.599999999999999645e+00,4.899999999999999911e-01,3.300000000000000155e-01,1.899999999999999911e+00,7.399999999999999634e-02,2.700000000000000000e+01,8.500000000000000000e+01,9.970599999999999463e-01,3.410000000000000142e+00,5.799999999999999600e-01,9.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
8.400000000000000355e+00,2.899999999999999800e-01,4.000000000000000222e-01,1.699999999999999956e+00,6.700000000000000400e-02,8.000000000000000000e+00,2.000000000000000000e+01,9.960299999999999709e-01,3.390000000000000124e+00,5.999999999999999778e-01,1.050000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.900000000000000355e+00,2.000000000000000111e-01,3.499999999999999778e-01,1.699999999999999956e+00,5.399999999999999939e-02,7.000000000000000000e+00,1.500000000000000000e+01,9.945800000000000196e-01,3.319999999999999840e+00,8.000000000000000444e-01,1.190000000000000036e+01,7.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000355e+00,4.199999999999999845e-01,8.999999999999999667e-02,2.299999999999999822e+00,5.399999999999999939e-02,3.400000000000000000e+01,6.400000000000000000e+01,9.972400000000000153e-01,3.410000000000000142e+00,6.800000000000000488e-01,1.040000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.200000000000000178e+00,7.850000000000000311e-01,0.000000000000000000e+00,2.100000000000000089e+00,5.999999999999999778e-02,6.000000000000000000e+00,1.300000000000000000e+01,9.966399999999999704e-01,3.589999999999999858e+00,6.099999999999999867e-01,1.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00
6.799999999999999822e+00,6.400000000000000133e-01,2.999999999999999889e-02,2.299999999999999822e+00,7.499999999999999722e-02,1.400000000000000000e+01,3.100000000000000000e+01,9.954499999999999460e-01,3.359999999999999876e+00,5.799999999999999600e-01,1.040000000000000036e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000355e+00,6.300000000000000044e-01,1.000000000000000021e-02,2.399999999999999911e+00,7.599999999999999811e-02,1.400000000000000000e+01,3.900000000000000000e+01,9.952199999999999935e-01,3.339999999999999858e+00,5.300000000000000266e-01,1.080000000000000071e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.799999999999999822e+00,5.899999999999999689e-01,1.000000000000000056e-01,1.699999999999999956e+00,6.300000000000000044e-02,3.400000000000000000e+01,5.300000000000000000e+01,9.958000000000000185e-01,3.410000000000000142e+00,6.700000000000000400e-01,9.699999999999999289e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.799999999999999822e+00,5.899999999999999689e-01,1.000000000000000056e-01,1.699999999999999956e+00,6.300000000000000044e-02,3.400000000000000000e+01,5.300000000000000000e+01,9.958000000000000185e-01,3.410000000000000142e+00,6.700000000000000400e-01,9.699999999999999289e+00,5.000000000000000000e+00,1.000000000000000000e+00
7.299999999999999822e+00,4.799999999999999822e-01,3.200000000000000067e-01,2.100000000000000089e+00,6.199999999999999956e-02,3.100000000000000000e+01,5.400000000000000000e+01,9.972800000000000553e-01,3.299999999999999822e+00,6.500000000000000222e-01,1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
6.700000000000000178e+00,1.040000000000000036e+00,8.000000000000000167e-02,2.299999999999999822e+00,6.700000000000000400e-02,1.900000000000000000e+01,3.200000000000000000e+01,9.964800000000000324e-01,3.520000000000000018e+00,5.699999999999999512e-01,1.100000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00
7.299999999999999822e+00,4.799999999999999822e-01,3.200000000000000067e-01,2.100000000000000089e+00,6.199999999999999956e-02,3.100000000000000000e+01,5.400000000000000000e+01,9.972800000000000553e-01,3.299999999999999822e+00,6.500000000000000222e-01,1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
7.299999999999999822e+00,9.799999999999999822e-01,5.000000000000000278e-02,2.100000000000000089e+00,6.099999999999999867e-02,2.000000000000000000e+01,4.900000000000000000e+01,9.970499999999999918e-01,3.310000000000000053e+00,5.500000000000000444e-01,9.699999999999999289e+00,3.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,6.899999999999999467e-01,1.100000000000000006e-01,1.399999999999999911e+00,8.400000000000000522e-02,8.000000000000000000e+00,2.400000000000000000e+01,9.957799999999999985e-01,2.879999999999999893e+00,4.699999999999999734e-01,9.699999999999999289e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.700000000000000178e+00,6.999999999999999556e-01,8.000000000000000167e-02,3.750000000000000000e+00,6.700000000000000400e-02,8.000000000000000000e+00,1.600000000000000000e+01,9.933400000000000007e-01,3.430000000000000160e+00,5.200000000000000178e-01,1.259999999999999964e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.599999999999999645e+00,3.499999999999999778e-01,5.999999999999999778e-01,2.600000000000000089e+00,7.299999999999999545e-02,2.300000000000000000e+01,4.400000000000000000e+01,9.965600000000000014e-01,3.379999999999999893e+00,7.900000000000000355e-01,1.109999999999999964e+01,6.000000000000000000e+00,1.000000000000000000e+00
6.099999999999999645e+00,5.999999999999999778e-01,8.000000000000000167e-02,1.800000000000000044e+00,7.099999999999999367e-02,1.400000000000000000e+01,4.500000000000000000e+01,9.933600000000000207e-01,3.379999999999999893e+00,5.400000000000000355e-01,1.100000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00
9.900000000000000355e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.380000000000000071e+01,2.049999999999999878e-01,4.800000000000000000e+01,8.200000000000000000e+01,1.002420000000000089e+00,3.160000000000000142e+00,7.500000000000000000e-01,8.800000000000000711e+00,5.000000000000000000e+00,1.000000000000000000e+00
5.299999999999999822e+00,4.699999999999999734e-01,1.100000000000000006e-01,2.200000000000000178e+00,4.800000000000000100e-02,1.600000000000000000e+01,8.900000000000000000e+01,9.918200000000000349e-01,3.540000000000000036e+00,8.800000000000000044e-01,1.356666666666670018e+01,7.000000000000000000e+00,1.000000000000000000e+00
9.900000000000000355e+00,5.000000000000000000e-01,5.000000000000000000e-01,1.380000000000000071e+01,2.049999999999999878e-01,4.800000000000000000e+01,8.200000000000000000e+01,1.002420000000000089e+00,3.160000000000000142e+00,7.500000000000000000e-01,8.800000000000000711e+00,5.000000000000000000e+00,1.000000000000000000e+00
5.299999999999999822e+00,4.699999999999999734e-01,1.100000000000000006e-01,2.200000000000000178e+00,4.800000000000000100e-02,1.600000000000000000e+01,8.900000000000000000e+01,9.918200000000000349e-01,3.540000000000000036e+00,8.800000000000000044e-01,1.359999999999999964e+01,7.000000000000000000e+00,1.000000000000000000e+00
7.099999999999999645e+00,8.750000000000000000e-01,5.000000000000000278e-02,5.700000000000000178e+00,8.200000000000000344e-02,3.000000000000000000e+00,1.400000000000000000e+01,9.980799999999999672e-01,3.399999999999999911e+00,5.200000000000000178e-01,1.019999999999999929e+01,3.000000000000000000e+00,1.000000000000000000e+00
8.199999999999999289e+00,2.800000000000000266e-01,5.999999999999999778e-01,3.000000000000000000e+00,1.039999999999999952e-01,1.000000000000000000e+01,2.200000000000000000e+01,9.982799999999999452e-01,3.390000000000000124e+00,6.800000000000000488e-01,1.059999999999999964e+01,5.000000000000000000e+00,1.000000000000000000e+00
5.599999999999999645e+00,6.199999999999999956e-01,2.999999999999999889e-02,1.500000000000000000e+00,8.000000000000000167e-02,6.000000000000000000e+00,1.300000000000000000e+01,9.949799999999999756e-01,3.660000000000000142e+00,6.199999999999999956e-01,1.009999999999999964e+01,4.000000000000000000e+00,1.000000000000000000e+00
8.199999999999999289e+00,2.800000000000000266e-01,5.999999999999999778e-01,3.000000000000000000e+00,1.039999999999999952e-01,1.000000000000000000e+01,2.200000000000000000e+01,9.982799999999999452e-01,3.390000000000000124e+00,6.800000000000000488e-01,1.059999999999999964e+01,5.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000178e+00,5.799999999999999600e-01,5.400000000000000355e-01,2.100000000000000089e+00,1.140000000000000041e-01,3.000000000000000000e+00,9.000000000000000000e+00,9.971900000000000208e-01,3.330000000000000071e+00,5.699999999999999512e-01,1.030000000000000071e+01,4.000000000000000000e+00,1.000000000000000000e+00
8.099999999999999645e+00,3.300000000000000155e-01,4.400000000000000022e-01,1.500000000000000000e+00,4.200000000000000261e-02,6.000000000000000000e+00,1.200000000000000000e+01,9.954199999999999715e-01,3.350000000000000089e+00,6.099999999999999867e-01,1.069999999999999929e+01,5.000000000000000000e+00,1.000000000000000000e+00
6.799999999999999822e+00,9.100000000000000311e-01,5.999999999999999778e-02,2.000000000000000000e+00,5.999999999999999778e-02,4.000000000000000000e+00,1.100000000000000000e+01,9.959200000000000275e-01,3.529999999999999805e+00,6.400000000000000133e-01,1.090000000000000036e+01,4.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,6.550000000000000266e-01,1.600000000000000033e-01,2.100000000000000089e+00,7.399999999999999634e-02,8.000000000000000000e+00,2.500000000000000000e+01,9.960599999999999454e-01,3.370000000000000107e+00,5.500000000000000444e-01,9.699999999999999289e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.799999999999999822e+00,6.800000000000000488e-01,2.099999999999999922e-01,2.100000000000000089e+00,7.000000000000000666e-02,9.000000000000000000e+00,2.300000000000000000e+01,9.954600000000000115e-01,3.379999999999999893e+00,5.999999999999999778e-01,1.030000000000000071e+01,5.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,6.400000000000000133e-01,5.000000000000000278e-02,1.899999999999999911e+00,6.600000000000000311e-02,9.000000000000000000e+00,1.700000000000000000e+01,9.949599999999999556e-01,3.520000000000000018e+00,7.800000000000000266e-01,1.059999999999999964e+01,5.000000000000000000e+00,1.000000000000000000e+00
5.599999999999999645e+00,5.400000000000000355e-01,4.000000000000000083e-02,1.699999999999999956e+00,4.900000000000000189e-02,5.000000000000000000e+00,1.300000000000000000e+01,9.941999999999999726e-01,3.720000000000000195e+00,5.799999999999999600e-01,1.140000000000000036e+01,5.000000000000000000e+00,1.000000000000000000e+00
6.200000000000000178e+00,5.699999999999999512e-01,1.000000000000000056e-01,2.100000000000000089e+00,4.800000000000000100e-02,4.000000000000000000e+00,1.100000000000000000e+01,9.944800000000000306e-01,3.439999999999999947e+00,7.600000000000000089e-01,1.080000000000000071e+01,6.000000000000000000e+00,1.000000000000000000e+00
